 ,genotype,time_off_food,bends,omega,tail_touch,food,additive,note,date,plate,transfer_technique,culture_conditons
JB,cest-1.2,5,5,,Y,OP50,H2O,,7/15/2021,69,,none
JB,cest-1.2,5,5,,N,OP50,H2O,,7/15/2021,70,,none
JB,cest-1.2,5,4,,Y,OP50,H2O,,7/15/2021,70,,none
JB,cest-1.2,5,5,,Y,OP50,H2O,,7/15/2021,70,,none
JB,cest-1.2,5,3,,Y,OP50,H2O,,7/15/2021,70,,none
JB,cest-1.2,5,4,,Y,OP50,H2O,,7/15/2021,70,,none
JB,cest-1.2,5,4,,Y,OP50,H2O,,7/15/2021,70,,none
JB,cest-1.2,5,3,,Y,OP50,H2O,,7/15/2021,70,,none
JB,cest-1.2,5,3,,Y,OP50,H2O,,7/15/2021,70,,none
JB,cest-1.2,5,4,,Y,OP50,H2O,,7/15/2021,70,,none
JB,cest-1.2,5,4,,Y,OP50,H2O,,7/15/2021,70,,none
JB,N2,5,2,,Y,OP50,H2O,,7/15/2021,71,,none
JB,N2,5,2,,N,OP50,H2O,,7/15/2021,71,,none
JB,N2,5,3,,Y,OP50,H2O,,7/15/2021,71,,none
JB,N2,5,3,,Y,OP50,H2O,,7/15/2021,71,,none
JB,N2,5,5,,Y,OP50,H2O,,7/15/2021,71,,none
JB,N2,5,6,,Y,OP50,H2O,,7/15/2021,71,,none
JB,N2,5,3,,Y,OP50,H2O,,7/15/2021,71,,none
JB,N2,5,2,,N,OP50,H2O,,7/15/2021,71,,none
JB,N2,5,4,,Y,OP50,H2O,,7/15/2021,71,,none
JB,N2,5,4,,N,OP50,H2O,,7/15/2021,71,,none
JB,N2,5,5,,Y,OP50,H2O,,7/15/2021,72,,none
JB,N2,5,4,,N,OP50,H2O,,7/15/2021,72,,none
JB,N2,5,6,,Y,OP50,H2O,,7/15/2021,72,,none
JB,N2,5,3,,Y,OP50,H2O,,7/15/2021,72,,none
JB,N2,5,4,,N,OP50,H2O,,7/15/2021,72,,none
JB,N2,5,9,,Y,OP50,H2O,,7/15/2021,72,,none
JB,N2,5,3,,Y,OP50,H2O,,7/15/2021,72,,none
JB,N2,5,4,,Y,OP50,H2O,,7/15/2021,72,,none
JB,N2,5,3,,Y,OP50,H2O,,7/15/2021,72,,none
JB,N2,5,3,,Y,OP50,TA,,7/15/2021,73,,none
JB,N2,5,3,,Y,OP50,TA,,7/15/2021,73,,none
JB,N2,5,3,,N,OP50,TA,,7/15/2021,73,,none
JB,N2,5,4,,N,OP50,TA,,7/15/2021,73,,none
JB,N2,5,6,,Y,OP50,TA,,7/15/2021,73,,none
JB,N2,5,4,,Y,OP50,TA,,7/15/2021,73,,none
JB,N2,5,3,,Y,OP50,TA,,7/15/2021,73,,none
JB,N2,5,2,,N,OP50,TA,,7/15/2021,73,,none
JB,N2,5,2,,N,OP50,TA,,7/15/2021,73,,none
JB,N2,5,3,,Y,OP50,TA,,7/15/2021,73,,none
JB,N2,5,3,,N,OP50,TA,,7/15/2021,74,,none
JB,N2,5,5,,N,OP50,TA,,7/15/2021,74,,none
JB,N2,5,7,,Y,OP50,TA,,7/15/2021,74,,none
JB,N2,5,5,,Y,OP50,TA,,7/15/2021,74,,none
JB,N2,5,3,,N,OP50,TA,,7/15/2021,74,,none
JB,N2,5,2,,Y,OP50,TA,,7/15/2021,74,,none
JB,N2,5,5,,N,OP50,TA,,7/15/2021,74,,none
JB,N2,5,3,,N,OP50,TA,,7/15/2021,74,,none
JB,N2,5,6,,Y,OP50,TA,,7/15/2021,74,,none
JB,N2,5,4,,Y,OP50,TA,,7/15/2021,74,,none
JB,cest-1.2,5,4,,Y,OP50,TA,,7/15/2021,75,,none
JB,cest-1.2,5,4,,Y,OP50,TA,,7/15/2021,75,,none
JB,cest-1.2,5,3,,Y,OP50,TA,,7/15/2021,75,,none
JB,cest-1.2,5,3,,Y,OP50,TA,,7/15/2021,75,,none
JB,cest-1.2,5,4,,N,OP50,TA,,7/15/2021,75,,none
JB,cest-1.2,5,5,,Y,OP50,TA,,7/15/2021,75,,none
JB,cest-1.2,5,7,,Y,OP50,TA,,7/15/2021,75,,none
JB,cest-1.2,5,2,,Y,OP50,TA,,7/15/2021,75,,none
JB,cest-1.2,5,3,,Y,OP50,TA,,7/15/2021,75,,none
JB,cest-1.2,5,8,,Y,OP50,TA,,7/15/2021,75,,none
JB,cest-1.2,5,1,,Y,OP50,TA,,7/15/2021,76,,none
JB,cest-1.2,5,4,,Y,OP50,TA,,7/15/2021,76,,none
JB,cest-1.2,5,3,,Y,OP50,TA,,7/15/2021,76,,none
JB,cest-1.2,5,3,,N,OP50,TA,,7/15/2021,76,,none
JB,cest-1.2,5,4,,Y,OP50,TA,,7/15/2021,76,,none
JB,cest-1.2,5,2,,Y,OP50,TA,,7/15/2021,76,,none
JB,cest-1.2,5,3,,N,OP50,TA,,7/15/2021,76,,none
JB,cest-1.2,5,3,,Y,OP50,TA,,7/15/2021,76,,none
JB,cest-1.2,5,5,,Y,OP50,TA,,7/15/2021,76,,none
JB,cest-1.2,5,5,,N,OP50,TA,,7/15/2021,76,,none
JB,N2,5,4,,N,OP50,,,7/23/2021,77,,none
JB,N2,5,3,,Y,OP50,,,7/23/2021,77,,none
JB,N2,5,7,,Y,OP50,,,7/23/2021,77,,none
JB,N2,5,2,,N,OP50,,,7/23/2021,77,,none
JB,N2,5,4,,Y,OP50,,,7/23/2021,77,,none
JB,N2,5,6,,Y,OP50,,,7/23/2021,77,,none
JB,N2,5,3,,Y,OP50,,,7/23/2021,77,,none
JB,N2,5,3,,Y,OP50,,,7/23/2021,77,,none
JB,N2,5,4,,Y,OP50,,,7/23/2021,77,,none
JB,N2,5,5,,Y,OP50,,,7/23/2021,77,,none
JB,N2,5,3,,Y,OP50,,,7/23/2021,77,,none
JB,N2,5,2,,N,OP50,,plate contaminated,7/23/2021,78,,none
JB,N2,5,3,,N,OP50,,plate contaminated,7/23/2021,78,,none
JB,N2,5,6,,Y,OP50,,plate contaminated,7/23/2021,78,,none
JB,N2,5,3,,Y,OP50,,plate contaminated,7/23/2021,78,,none
JB,N2,5,2,,Y,OP50,,plate contaminated,7/23/2021,78,,none
JB,N2,5,4,,Y,OP50,,plate contaminated,7/23/2021,78,,none
JB,N2,5,4,,Y,OP50,,plate contaminated,7/23/2021,78,,none
JB,cest-1.2,5,2,,Y,OP50,,,7/23/2021,79,,none
JB,cest-1.2,5,2,,Y,OP50,,,7/23/2021,79,,none
JB,cest-1.2,5,4,,Y,OP50,,,7/23/2021,79,,none
JB,cest-1.2,5,4,,Y,OP50,,,7/23/2021,79,,none
JB,cest-1.2,5,3,,N,OP50,,,7/23/2021,79,,none
JB,cest-1.2,5,3,,N,OP50,,,7/23/2021,79,,none
JB,cest-1.2,5,4,,Y,OP50,,,7/23/2021,79,,none
JB,cest-1.2,5,2,,Y,OP50,,,7/23/2021,79,,none
JB,cest-1.2,5,3,,N,OP50,,,7/23/2021,79,,none
JB,cest-1.2,5,4,,Y,OP50,,,7/23/2021,79,,none
JB,cest-1.2,5,4,,Y,OP50,,,7/23/2021,80,,none
JB,cest-1.2,5,1,,Y,OP50,,,7/23/2021,80,,none
JB,cest-1.2,5,3,,N,OP50,,,7/23/2021,80,,none
JB,cest-1.2,5,4,,Y,OP50,,,7/23/2021,80,,none
JB,cest-1.2,5,3,,Y,OP50,,,7/23/2021,80,,none
JB,cest-1.2,5,3,,Y,OP50,,,7/23/2021,80,,none
JB,cest-1.2,5,5,,Y,OP50,,,7/23/2021,80,,none
JB,cest-1.2,5,5,,Y,OP50,,,7/23/2021,80,,none
JB,cest-1.2,5,4,,Y,OP50,,,7/23/2021,80,,none
JB,cest-1.2,5,5,,Y,OP50,,,7/23/2021,80,,none
JB,cest-1.2,5,3,,N,OP50,,,7/23/2021,81,,none
JB,cest-1.2,5,6,,Y,OP50,,,7/23/2021,81,,none
JB,cest-1.2,5,2,,Y,OP50,,,7/23/2021,81,,none
JB,cest-1.2,5,3,,Y,OP50,,,7/23/2021,81,,none
JB,cest-1.2,5,5,,Y,OP50,,,7/23/2021,81,,none
JB,cest-1.2,5,4,,Y,OP50,,,7/23/2021,81,,none
JB,cest-1.2,5,4,,N,OP50,,,7/23/2021,81,,none
JB,cest-1.2,5,3,,N,OP50,,,7/23/2021,81,,none
JB,cest-1.2,5,4,,Y,OP50,,,7/23/2021,81,,none
JB,cest-1.2,5,7,,Y,OP50,,,7/23/2021,81,,none
JB,cest-1.2,5,3,,N,OP50,,,7/23/2021,82,,none
JB,cest-1.2,5,4,,Y,OP50,,,7/23/2021,82,,none
JB,cest-1.2,5,2,,Y,OP50,,,7/23/2021,82,,none
JB,cest-1.2,5,3,,N,OP50,,,7/23/2021,82,,none
JB,cest-1.2,5,3,,N,OP50,,,7/23/2021,82,,none
JB,cest-1.2,5,2,,N,OP50,,,7/23/2021,82,,none
JB,cest-1.2,5,4,,Y,OP50,,,7/23/2021,82,,none
JB,cest-1.2,5,5,,Y,OP50,,,7/23/2021,82,,none
JB,cest-1.2,5,3,,N,OP50,,,7/23/2021,82,,none
JB,N2,5,7,,Y,OP50,,,7/23/2021,83,,none
JB,N2,5,6,,Y,OP50,,,7/23/2021,83,,none
JB,N2,5,4,,Y,OP50,,,7/23/2021,83,,none
JB,N2,5,3,,Y,OP50,,,7/23/2021,83,,none
JB,N2,5,4,,Y,OP50,,,7/23/2021,83,,none
JB,N2,5,5,,Y,OP50,,,7/23/2021,83,,none
JB,N2,5,5,,N,OP50,,,7/23/2021,83,,none
JB,N2,5,6,,Y,OP50,,,7/23/2021,83,,none
JB,N2,5,6,,Y,OP50,,,7/23/2021,83,,none
JB,N2,5,4,,Y,OP50,,,7/23/2021,84,,none
JB,N2,5,4,,Y,OP50,,,7/23/2021,84,,none
JB,N2,5,5,,Y,OP50,,,7/23/2021,84,,none
JB,N2,5,4,,Y,OP50,,,7/23/2021,84,,none
JB,N2,5,3,,Y,OP50,,,7/23/2021,84,,none
JB,N2,5,4,,Y,OP50,,,7/23/2021,84,,none
JB,N2,5,5,,Y,OP50,,,7/23/2021,84,,none
JB,N2,5,5,,Y,OP50,,,7/23/2021,84,,none
JB,N2,5,5,,Y,OP50,,,7/23/2021,84,,none
JB,cest-1.2,5,3,,Y,BW25113,,,7/27/2021,85,,none
JB,cest-1.2,5,2,,Y,BW25113,,,7/27/2021,85,,none
JB,cest-1.2,5,4,,N,BW25113,,,7/27/2021,85,,none
JB,cest-1.2,5,5,,Y,BW25113,,,7/27/2021,85,,none
JB,cest-1.2,5,4,,Y,BW25113,,,7/27/2021,85,,none
JB,cest-1.2,5,4,,Y,BW25113,,,7/27/2021,85,,none
JB,cest-1.2,5,3,,N,BW25113,,,7/27/2021,85,,none
JB,cest-1.2,5,6,,Y,BW25113,,,7/27/2021,85,,none
JB,cest-1.2,5,3,,Y,BW25113,,,7/27/2021,85,,none
JB,cest-1.2,5,3,,Y,BW25113,,,7/27/2021,85,,none
JB,cest-1.2,5,5,,N,BW25113,,,7/27/2021,86,,none
JB,cest-1.2,5,3,,Y,BW25113,,,7/27/2021,86,,none
JB,cest-1.2,5,2,,Y,BW25113,,,7/27/2021,86,,none
JB,cest-1.2,5,5,,Y,BW25113,,,7/27/2021,86,,none
JB,cest-1.2,5,6,,Y,BW25113,,,7/27/2021,86,,none
JB,cest-1.2,5,4,,Y,BW25113,,,7/27/2021,86,,none
JB,cest-1.2,5,3,,Y,BW25113,,,7/27/2021,86,,none
JB,cest-1.2,5,4,,Y,BW25113,,,7/27/2021,86,,none
JB,cest-1.2,5,3,,N,BW25113,,,7/27/2021,86,,none
JB,cest-1.2,5,3,,Y,BW25113,,,7/27/2021,86,,none
JB,cest-1.2,5,2,,Y,tnaA,,,7/27/2021,87,,none
JB,cest-1.2,5,3,,Y,tnaA,,,7/27/2021,87,,none
JB,cest-1.2,5,2,,Y,tnaA,,,7/27/2021,87,,none
JB,cest-1.2,5,5,,Y,tnaA,,,7/27/2021,87,,none
JB,cest-1.2,5,6,,Y,tnaA,,,7/27/2021,87,,none
JB,cest-1.2,5,2,,N,tnaA,,,7/27/2021,87,,none
JB,cest-1.2,5,4,,Y,tnaA,,,7/27/2021,87,,none
JB,cest-1.2,5,3,,N,tnaA,,,7/27/2021,87,,none
JB,cest-1.2,5,4,,Y,tnaA,,,7/27/2021,87,,none
JB,cest-1.2,5,4,,Y,tnaA,,,7/27/2021,87,,none
JB,cest-1.2,5,7,,Y,tnaA,,,7/27/2021,88,,none
JB,cest-1.2,5,6,,Y,tnaA,,,7/27/2021,88,,none
JB,cest-1.2,5,3,,Y,tnaA,,,7/27/2021,88,,none
JB,cest-1.2,5,3,,N,tnaA,,,7/27/2021,88,,none
JB,cest-1.2,5,3,,Y,tnaA,,,7/27/2021,88,,none
JB,cest-1.2,5,4,,Y,tnaA,,,7/27/2021,88,,none
JB,cest-1.2,5,3,,Y,tnaA,,,7/27/2021,88,,none
JB,cest-1.2,5,3,,Y,tnaA,,,7/27/2021,88,,none
JB,cest-1.2,5,4,,Y,tnaA,,,7/27/2021,88,,none
JB,cest-1.2,5,5,,Y,tnaA,,,7/27/2021,88,,none
JB,N2,5,5,,Y,BW25113,,,7/27/2021,89,,none
JB,N2,5,3,,Y,BW25113,,,7/27/2021,89,,none
JB,N2,5,9,,Y,BW25113,,,7/27/2021,89,,none
JB,N2,5,3,,Y,BW25113,,,7/27/2021,89,,none
JB,N2,5,5,,Y,BW25113,,,7/27/2021,89,,none
JB,N2,5,4,,Y,BW25113,,,7/27/2021,89,,none
JB,N2,5,7,,Y,BW25113,,,7/27/2021,89,,none
JB,N2,5,3,,Y,BW25113,,,7/27/2021,89,,none
JB,N2,5,4,,Y,BW25113,,,7/27/2021,90,,none
JB,N2,5,5,,N,BW25113,,,7/27/2021,90,,none
JB,N2,5,4,,Y,BW25113,,,7/27/2021,90,,none
JB,N2,5,4,,Y,BW25113,,,7/27/2021,90,,none
JB,N2,5,4,,Y,BW25113,,,7/27/2021,90,,none
JB,N2,5,5,,Y,BW25113,,,7/27/2021,90,,none
JB,N2,5,3,,Y,BW25113,,,7/27/2021,90,,none
JB,N2,5,4,,Y,BW25113,,,7/27/2021,90,,none
JB,N2,5,5,,N,BW25113,,,7/27/2021,90,,none
JB,N2,5,3,,Y,BW25113,,,7/27/2021,90,,none
JB,N2,5,4,,Y,tnaA,,,7/27/2021,91,,none
JB,N2,5,5,,Y,tnaA,,,7/27/2021,91,,none
JB,N2,5,3,,Y,tnaA,,,7/27/2021,91,,none
JB,N2,5,5,,Y,tnaA,,,7/27/2021,91,,none
JB,N2,5,3,,Y,tnaA,,,7/27/2021,91,,none
JB,N2,5,5,,Y,tnaA,,,7/27/2021,91,,none
JB,N2,5,5,,Y,tnaA,,,7/27/2021,91,,none
JB,N2,5,3,,N,tnaA,,,7/27/2021,91,,none
JB,N2,5,4,,Y,tnaA,,,7/27/2021,91,,none
JB,N2,5,4,,Y,tnaA,,,7/27/2021,92,,none
JB,N2,5,6,,Y,tnaA,,,7/27/2021,92,,none
JB,N2,5,4,,N,tnaA,,,7/27/2021,92,,none
JB,N2,5,4,,Y,tnaA,,,7/27/2021,92,,none
JB,N2,5,4,,N,tnaA,,,7/27/2021,92,,none
JB,N2,5,3,,Y,tnaA,,,7/27/2021,92,,none
JB,N2,5,6,,N,tnaA,,,7/27/2021,92,,none
JB,N2,5,6,,Y,tnaA,,,7/27/2021,92,,none
JB,N2,5,4,,Y,tnaA,,,7/27/2021,92,,none
JB,N2,5,4,,N,tnaA,,,7/27/2021,92,,none
JB,cest-1.2,5,4,,N,tnaA,,,7/30/2021,93,,none
JB,cest-1.2,5,5,,Y,tnaA,,,7/30/2021,93,,none
JB,cest-1.2,5,7,,Y,tnaA,,,7/30/2021,93,,none
JB,cest-1.2,5,4,,Y,tnaA,,,7/30/2021,93,,none
JB,cest-1.2,5,3,,Y,tnaA,,,7/30/2021,93,,none
JB,cest-1.2,5,3,,Y,tnaA,,,7/30/2021,93,,none
JB,cest-1.2,5,6,,Y,tnaA,,,7/30/2021,93,,none
JB,cest-1.2,5,4,,Y,tnaA,,,7/30/2021,93,,none
JB,cest-1.2,5,5,,Y,tnaA,,,7/30/2021,93,,none
JB,cest-1.2,5,2,,Y,tnaA,,,7/30/2021,94,,none
JB,cest-1.2,5,3,,Y,tnaA,,,7/30/2021,94,,none
JB,cest-1.2,5,5,,Y,tnaA,,,7/30/2021,94,,none
JB,cest-1.2,5,3,,Y,tnaA,,,7/30/2021,94,,none
JB,cest-1.2,5,3,,Y,tnaA,,,7/30/2021,94,,none
JB,cest-1.2,5,2,,Y,tnaA,,,7/30/2021,94,,none
JB,cest-1.2,5,4,,Y,tnaA,,,7/30/2021,94,,none
JB,cest-1.2,5,3,,Y,tnaA,,,7/30/2021,94,,none
JB,cest-1.2,5,4,,Y,tnaA,,,7/30/2021,94,,none
JB,N2,5,3,,Y,BW25113,,,7/30/2021,95,,none
JB,N2,5,5,,Y,BW25113,,,7/30/2021,95,,none
JB,N2,5,4,,Y,BW25113,,,7/30/2021,95,,none
JB,N2,5,3,,Y,BW25113,,,7/30/2021,95,,none
JB,N2,5,3,,Y,BW25113,,,7/30/2021,95,,none
JB,N2,5,5,,Y,BW25113,,,7/30/2021,95,,none
JB,N2,5,4,,Y,BW25113,,,7/30/2021,95,,none
JB,N2,5,3,,Y,BW25113,,,7/30/2021,95,,none
JB,N2,5,3,,N,BW25113,,,7/30/2021,95,,none
JB,N2,5,6,,N,BW25113,,,7/30/2021,95,,none
JB,N2,5,6,,Y,BW25113,,very thin media,7/30/2021,96,,none
JB,N2,5,3,,Y,BW25113,,very thin media,7/30/2021,96,,none
JB,N2,5,2,,N,BW25113,,very thin media,7/30/2021,96,,none
JB,N2,5,3,,N,BW25113,,very thin media,7/30/2021,96,,none
JB,N2,5,3,,Y,BW25113,,very thin media,7/30/2021,96,,none
JB,N2,5,2,,Y,BW25113,,very thin media,7/30/2021,96,,none
JB,N2,5,3,,Y,BW25113,,very thin media,7/30/2021,96,,none
JB,N2,5,3,,Y,BW25113,,very thin media,7/30/2021,96,,none
JB,N2,5,3,,Y,BW25113,,very thin media,7/30/2021,96,,none
JB,cest-1.2,5,5,,Y,BW25113,,,7/30/2021,97,,none
JB,cest-1.2,5,4,,Y,BW25113,,,7/30/2021,97,,none
JB,cest-1.2,5,4,,Y,BW25113,,,7/30/2021,97,,none
JB,cest-1.2,5,3,,Y,BW25113,,,7/30/2021,97,,none
JB,cest-1.2,5,3,,Y,BW25113,,,7/30/2021,97,,none
JB,cest-1.2,5,3,,Y,BW25113,,,7/30/2021,97,,none
JB,cest-1.2,5,4,,Y,BW25113,,,7/30/2021,97,,none
JB,cest-1.2,5,1,,N,BW25113,,,7/30/2021,97,,none
JB,cest-1.2,5,4,,Y,BW25113,,,7/30/2021,97,,none
JB,cest-1.2,5,2,,N,BW25113,,,7/30/2021,98,,none
JB,cest-1.2,5,3,,Y,BW25113,,,7/30/2021,98,,none
JB,cest-1.2,5,5,,Y,BW25113,,,7/30/2021,98,,none
JB,cest-1.2,5,4,,Y,BW25113,,,7/30/2021,98,,none
JB,cest-1.2,5,5,,Y,BW25113,,,7/30/2021,98,,none
JB,cest-1.2,5,3,,Y,BW25113,,,7/30/2021,98,,none
JB,cest-1.2,5,2,,Y,BW25113,,,7/30/2021,98,,none
JB,cest-1.2,5,4,,Y,BW25113,,,7/30/2021,98,,none
JB,cest-1.2,5,5,,Y,BW25113,,,7/30/2021,98,,none
JB,cest-1.2,5,4,,Y,BW25113,,,7/30/2021,98,,none
JB,N2,5,5,,Y,tnaA,,,7/30/2021,99,,none
JB,N2,5,3,,Y,tnaA,,,7/30/2021,99,,none
JB,N2,5,4,,Y,tnaA,,,7/30/2021,99,,none
JB,N2,5,3,,Y,tnaA,,,7/30/2021,99,,none
JB,N2,5,5,,Y,tnaA,,,7/30/2021,99,,none
JB,N2,5,4,,Y,tnaA,,,7/30/2021,99,,none
JB,N2,5,4,,Y,tnaA,,,7/30/2021,99,,none
JB,N2,5,4,,Y,tnaA,,,7/30/2021,99,,none
JB,N2,5,2,,N,tnaA,,,7/30/2021,99,,none
JB,N2,5,4,,Y,tnaA,,,7/30/2021,100,,none
JB,N2,5,2,,Y,tnaA,,,7/30/2021,100,,none
JB,N2,5,6,,Y,tnaA,,,7/30/2021,100,,none
JB,N2,5,3,,Y,tnaA,,,7/30/2021,100,,none
JB,N2,5,6,,Y,tnaA,,,7/30/2021,100,,none
JB,N2,5,5,,Y,tnaA,,,7/30/2021,100,,none
JB,N2,5,3,,Y,tnaA,,,7/30/2021,100,,none
JB,N2,5,6,,Y,tnaA,,,7/30/2021,100,,none
JB,cest-1.2,5,2,,Y,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,3,,N,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,1,,Y,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,4,,N,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,4,,Y,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,3,,Y,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,2,,Y,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,2,,Y,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,3,,Y,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,3,,Y,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,5,,Y,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,3,,Y,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,1,,N,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,3,,Y,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,4,,Y,BW25113,,,8/3/2021,101,bleached eggs,none
JB,cest-1.2,5,2,,Y,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,4,,Y,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,4,,N,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,5,,Y,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,2,,Y,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,4,,Y,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,3,,N,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,3,,N,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,3,,Y,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,2,,Y,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,3,,Y,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,3,,Y,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,5,,Y,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,2,,Y,tnaA,,,8/3/2021,102,bleached eggs,none
JB,cest-1.2,5,4,,N,tnaA,,,8/3/2021,102,bleached eggs,none
JB,N2,5,3,,Y,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,4,,Y,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,4,,N,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,3,,N,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,4,,Y,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,4,,N,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,3,,Y,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,4,,Y,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,2,,Y,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,6,,Y,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,4,,N,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,4,,Y,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,6,,Y,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,3,,N,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,7,,Y,BW25113,,,8/3/2021,103,bleached eggs,none
JB,N2,5,3,,N,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,1,,Y,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,2,,Y,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,5,,Y,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,3,,N,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,3,,N,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,2,,N,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,2,,Y,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,3,,N,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,6,,N,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,6,,Y,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,5,,Y,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,4,,Y,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,3,,Y,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,3,,Y,tnaA,,,8/3/2021,104,bleached eggs,none
JB,N2,5,3,,Y,BW25113,,,8/10/2021,105,bleached eggs,none
JB,N2,5,3,,Y,BW25113,,,8/10/2021,105,bleached eggs,none
JB,N2,5,4,,N,BW25113,,,8/10/2021,105,bleached eggs,none
JB,N2,5,4,,Y,BW25113,,,8/10/2021,105,bleached eggs,none
JB,N2,5,4,,Y,BW25113,,,8/10/2021,105,bleached eggs,none
JB,N2,5,4,,N,BW25113,,,8/10/2021,105,bleached eggs,none
JB,N2,5,5,,N,BW25113,,,8/10/2021,105,bleached eggs,none
JB,N2,5,5,,Y,BW25113,,,8/10/2021,105,bleached eggs,none
JB,N2,5,4,,Y,BW25113,,,8/10/2021,105,bleached eggs,none
JB,N2,5,6,,Y,BW25113,,,8/10/2021,105,bleached eggs,none
JB,N2,5,4,,N,BW25113,,,8/10/2021,106,bleached eggs,none
JB,N2,5,7,,N,BW25113,,,8/10/2021,106,bleached eggs,none
JB,N2,5,2,,Y,BW25113,,,8/10/2021,106,bleached eggs,none
JB,N2,5,2,,Y,BW25113,,,8/10/2021,106,bleached eggs,none
JB,N2,5,3,,N,BW25113,,,8/10/2021,106,bleached eggs,none
JB,N2,5,3,,Y,BW25113,,,8/10/2021,106,bleached eggs,none
JB,N2,5,5,,N,BW25113,,,8/10/2021,106,bleached eggs,none
JB,N2,5,3,,Y,BW25113,,,8/10/2021,106,bleached eggs,none
JB,N2,5,3,,N,BW25113,,,8/10/2021,106,bleached eggs,none
JB,N2,5,4,,Y,BW25113,,,8/10/2021,106,bleached eggs,none
JB,cest-1.2,5,4,,N,tnaA,,,8/10/2021,107,bleached eggs,none
JB,cest-1.2,5,4,,Y,tnaA,,,8/10/2021,107,bleached eggs,none
JB,cest-1.2,5,2,,N,tnaA,,,8/10/2021,107,bleached eggs,none
JB,cest-1.2,5,3,,Y,tnaA,,,8/10/2021,107,bleached eggs,none
JB,cest-1.2,5,5,,N,tnaA,,,8/10/2021,107,bleached eggs,none
JB,cest-1.2,5,5,,N,tnaA,,,8/10/2021,107,bleached eggs,none
JB,cest-1.2,5,3,,N,tnaA,,,8/10/2021,107,bleached eggs,none
JB,cest-1.2,5,3,,N,tnaA,,,8/10/2021,107,bleached eggs,none
