 ,genotype,time_off_food,bends,omega,tail_touch,food,additive,note,date,plate,transfer_technique,culture_conditons
JB,cest-1.2,5,2,,N,tnaA,TA _4 mM,,3/9/2022,221,,TA _4 mM
JB,cest-1.2,5,3,,Y,tnaA,TA _4 mM,,3/9/2022,221,,TA _4 mM
JB,cest-1.2,5,2,,Y,tnaA,TA _4 mM,,3/9/2022,221,,TA _4 mM
JB,cest-1.2,5,3,,Y,tnaA,TA _4 mM,,3/9/2022,221,,TA _4 mM
JB,cest-1.2,5,6,,Y,tnaA,TA _4 mM,,3/9/2022,221,,TA _4 mM
JB,cest-1.2,5,2,,Y,tnaA,TA _4 mM,,3/9/2022,221,,TA _4 mM
JB,cest-1.2,5,4,,Y,tnaA,TA _4 mM,,3/9/2022,222,,TA _4 mM
JB,cest-1.2,5,4,,N,tnaA,TA _4 mM,,3/9/2022,222,,TA _4 mM
JB,cest-1.2,5,4,,Y,tnaA,TA _4 mM,,3/9/2022,222,,TA _4 mM
JB,cest-1.2,5,1,,Y,tnaA,TA _4 mM,,3/9/2022,222,,TA _4 mM
JB,cest-1.2,5,1,,Y,tnaA,TA _4 mM,,3/9/2022,222,,TA _4 mM
JB,cest-1.2,5,4,,Y,tnaA,TA _4 mM,,3/9/2022,222,,TA _4 mM
JB,cest-1.2,5,2,,Y,tnaA,TA _4 mM,,3/9/2022,222,,TA _4 mM
JB,cest-1.2,5,2,,N,tnaA,TA _4 mM,,3/9/2022,222,,TA _4 mM
JB,cest-1.2,5,3,,Y,tnaA,TA _4 mM,,3/9/2022,222,,TA _4 mM
JB,N2,5,3,,Y,BW25113,TA _4 mM,,3/9/2022,223,,TA _4 mM
JB,N2,5,3,,Y,BW25113,TA _4 mM,,3/9/2022,223,,TA _4 mM
JB,N2,5,3,,Y,BW25113,TA _4 mM,,3/9/2022,223,,TA _4 mM
JB,N2,5,2,,Y,BW25113,TA _4 mM,,3/9/2022,223,,TA _4 mM
JB,N2,5,4,,Y,BW25113,TA _4 mM,,3/9/2022,223,,TA _4 mM
JB,N2,5,3,,Y,BW25113,TA _4 mM,,3/9/2022,223,,TA _4 mM
JB,N2,5,3,,Y,BW25113,TA _4 mM,,3/9/2022,223,,TA _4 mM
JB,N2,5,7,,Y,BW25113,TA _4 mM,,3/9/2022,223,,TA _4 mM
JB,N2,5,2,,Y,BW25113,TA _4 mM,,3/9/2022,223,,TA _4 mM
JB,N2,5,3,,Y,BW25113,TA _4 mM,,3/9/2022,223,,TA _4 mM
JB,N2,5,3,,Y,BW25113,TA _4 mM,,3/9/2022,224,,TA _4 mM
JB,N2,5,3,,Y,BW25113,TA _4 mM,,3/9/2022,224,,TA _4 mM
JB,N2,5,3,,Y,BW25113,TA _4 mM,,3/9/2022,224,,TA _4 mM
JB,N2,5,7,,Y,BW25113,TA _4 mM,,3/9/2022,224,,TA _4 mM
JB,N2,5,3,,Y,BW25113,TA _4 mM,,3/9/2022,224,,TA _4 mM
JB,N2,5,3,,N,BW25113,TA _4 mM,,3/9/2022,224,,TA _4 mM
JB,N2,5,2,,Y,BW25113,TA _4 mM,,3/9/2022,224,,TA _4 mM
JB,N2,5,2,,Y,BW25113,TA _4 mM,,3/9/2022,224,,TA _4 mM
JB,N2,5,1,,Y,tnaA,TA _4 mM,,3/9/2022,225,,TA _4 mM
JB,N2,5,5,,Y,tnaA,TA _4 mM,,3/9/2022,225,,TA _4 mM
JB,N2,5,9,,Y,tnaA,TA _4 mM,,3/9/2022,225,,TA _4 mM
JB,N2,5,4,,Y,tnaA,TA _4 mM,,3/9/2022,225,,TA _4 mM
JB,N2,5,5,,N,tnaA,TA _4 mM,,3/9/2022,225,,TA _4 mM
JB,N2,5,2,,Y,tnaA,TA _4 mM,,3/9/2022,225,,TA _4 mM
JB,N2,5,3,,Y,tnaA,TA _4 mM,,3/9/2022,225,,TA _4 mM
JB,N2,5,2,,Y,tnaA,TA _4 mM,,3/9/2022,225,,TA _4 mM
JB,N2,5,7,,Y,tnaA,TA _4 mM,,3/9/2022,225,,TA _4 mM
JB,N2,5,3,,N,tnaA,TA _4 mM,,3/9/2022,225,,TA _4 mM
JB,N2,5,2,,Y,tnaA,TA _4 mM,,3/9/2022,226,,TA _4 mM
JB,N2,5,3,,Y,tnaA,TA _4 mM,,3/9/2022,226,,TA _4 mM
JB,N2,5,2,,Y,tnaA,TA _4 mM,,3/9/2022,226,,TA _4 mM
JB,N2,5,4,,Y,tnaA,TA _4 mM,,3/9/2022,226,,TA _4 mM
JB,N2,5,3,,Y,tnaA,TA _4 mM,,3/9/2022,226,,TA _4 mM
JB,N2,5,2,,N,tnaA,TA _4 mM,,3/9/2022,226,,TA _4 mM
JB,N2,5,2,,Y,tnaA,TA _4 mM,,3/9/2022,226,,TA _4 mM
JB,N2,5,6,,Y,tnaA,H2O,,3/9/2022,227,,H2O
JB,N2,5,4,,Y,tnaA,H2O,,3/9/2022,227,,H2O
JB,N2,5,2,,Y,tnaA,H2O,,3/9/2022,227,,H2O
JB,N2,5,5,,Y,tnaA,H2O,,3/9/2022,227,,H2O
JB,N2,5,4,,Y,tnaA,H2O,,3/9/2022,227,,H2O
JB,N2,5,3,,Y,tnaA,H2O,,3/9/2022,227,,H2O
JB,N2,5,4,,Y,tnaA,H2O,,3/9/2022,227,,H2O
JB,N2,5,3,,Y,tnaA,H2O,,3/9/2022,227,,H2O
JB,N2,5,4,,Y,tnaA,H2O,,3/9/2022,227,,H2O
JB,N2,5,3,,Y,tnaA,H2O,,3/9/2022,228,,H2O
JB,N2,5,4,,Y,tnaA,H2O,,3/9/2022,228,,H2O
JB,N2,5,2,,Y,tnaA,H2O,,3/9/2022,228,,H2O
JB,N2,5,3,,Y,tnaA,H2O,,3/9/2022,228,,H2O
JB,N2,5,2,,Y,tnaA,H2O,,3/9/2022,228,,H2O
JB,N2,5,1,,Y,tnaA,H2O,,3/9/2022,228,,H2O
JB,N2,5,1,,Y,tnaA,H2O,,3/9/2022,228,,H2O
JB,N2,5,3,,Y,tnaA,H2O,,3/9/2022,228,,H2O
JB,N2,5,3,,N,tnaA,H2O,,3/9/2022,228,,H2O
JB,cest-1.2,5,3,,Y,tnaA,H2O,,3/9/2022,229,,H2O
JB,cest-1.2,5,6,,Y,tnaA,H2O,,3/9/2022,229,,H2O
JB,cest-1.2,5,4,,Y,tnaA,H2O,,3/9/2022,229,,H2O
JB,cest-1.2,5,4,,N,tnaA,H2O,,3/9/2022,229,,H2O
JB,cest-1.2,5,4,,Y,tnaA,H2O,,3/9/2022,229,,H2O
JB,cest-1.2,5,3,,Y,tnaA,H2O,,3/9/2022,229,,H2O
JB,cest-1.2,5,3,,Y,tnaA,H2O,,3/9/2022,229,,H2O
JB,cest-1.2,5,3,,Y,tnaA,H2O,,3/9/2022,229,,H2O
JB,cest-1.2,5,2,,Y,tnaA,H2O,,3/9/2022,229,,H2O
JB,cest-1.2,5,4,,Y,tnaA,H2O,,3/9/2022,229,,H2O
JB,cest-1.2,5,3,,Y,tnaA,H2O,,3/9/2022,230,,H2O
JB,cest-1.2,5,4,,N,tnaA,H2O,,3/9/2022,230,,H2O
JB,cest-1.2,5,2,,Y,tnaA,H2O,,3/9/2022,230,,H2O
JB,cest-1.2,5,3,,Y,tnaA,H2O,,3/9/2022,230,,H2O
JB,N2,5,2,,N,BW25113,H2O,,3/9/2022,231,,H2O
JB,N2,5,2,,Y,BW25113,H2O,,3/9/2022,231,,H2O
JB,N2,5,1,,Y,BW25113,H2O,,3/9/2022,231,,H2O
JB,N2,5,2,,Y,BW25113,H2O,,3/9/2022,231,,H2O
JB,N2,5,3,,Y,BW25113,H2O,,3/9/2022,231,,H2O
JB,N2,5,3,,Y,BW25113,H2O,,3/9/2022,231,,H2O
JB,N2,5,4,,Y,BW25113,H2O,,3/9/2022,231,,H2O
JB,N2,5,2,,Y,BW25113,H2O,,3/9/2022,231,,H2O
JB,N2,5,5,,Y,BW25113,H2O,,3/9/2022,231,,H2O
JB,N2,5,3,,Y,BW25113,H2O,,3/9/2022,231,,H2O
JB,N2,5,5,,Y,BW25113,H2O,,3/9/2022,232,,H2O
JB,N2,5,3,,Y,BW25113,H2O,,3/9/2022,232,,H2O
JB,N2,5,3,,Y,BW25113,H2O,,3/9/2022,232,,H2O
JB,N2,5,2,,Y,BW25113,H2O,,3/9/2022,232,,H2O
JB,N2,5,1,,Y,BW25113,H2O,,3/9/2022,232,,H2O
JB,N2,5,1,,Y,BW25113,H2O,,3/9/2022,232,,H2O
JB,N2,5,2,,Y,BW25113,H2O,,3/9/2022,232,,H2O
JB,N2,5,2,,N,BW25113,H2O,,3/9/2022,232,,H2O
JB,cest-1.2,5,3,,N,BW25113,H2O,,3/9/2022,233,,H2O
JB,cest-1.2,5,2,,Y,BW25113,H2O,,3/9/2022,233,,H2O
JB,cest-1.2,5,4,,N,BW25113,H2O,,3/9/2022,233,,H2O
JB,cest-1.2,5,6,,Y,BW25113,H2O,,3/9/2022,233,,H2O
JB,cest-1.2,5,4,,Y,BW25113,H2O,,3/9/2022,233,,H2O
JB,cest-1.2,5,3,,Y,BW25113,H2O,,3/9/2022,233,,H2O
JB,cest-1.2,5,1,,Y,BW25113,H2O,,3/9/2022,233,,H2O
JB,cest-1.2,5,3,,Y,BW25113,H2O,,3/9/2022,233,,H2O
JB,cest-1.2,5,1,,Y,BW25113,H2O,,3/9/2022,233,,H2O
JB,cest-1.2,5,6,,Y,BW25113,H2O,,3/9/2022,234,,H2O
JB,cest-1.2,5,4,,Y,BW25113,H2O,,3/9/2022,234,,H2O
JB,cest-1.2,5,2,,Y,BW25113,H2O,,3/9/2022,234,,H2O
JB,cest-1.2,5,2,,Y,BW25113,H2O,,3/9/2022,234,,H2O
JB,cest-1.2,5,3,,Y,BW25113,H2O,,3/9/2022,234,,H2O
JB,cest-1.2,5,4,,Y,BW25113,H2O,,3/9/2022,234,,H2O
JB,cest-1.2,5,1,,Y,BW25113,H2O,,3/9/2022,234,,H2O
JB,cest-1.2,5,2,,Y,BW25113,H2O,,3/9/2022,234,,H2O
JB,cest-1.2,5,3,,Y,BW25113,H2O,,3/9/2022,234,,H2O
JB,cest-1.2,5,4,,Y,OP50,,,4/27/2022,235,,none
JB,cest-1.2,5,4,,Y,OP50,,,4/27/2022,235,,none
JB,cest-1.2,5,3,,Y,OP50,,,4/27/2022,235,,none
JB,cest-1.2,5,3,,Y,OP50,,,4/27/2022,235,,none
JB,cest-1.2,5,5,,Y,OP50,,,4/27/2022,235,,none
JB,cest-1.2,5,5,,Y,OP50,,,4/27/2022,235,,none
JB,cest-1.2,5,3,,N,OP50,,,4/27/2022,235,,none
JB,cest-1.2,5,4,,Y,OP50,,,4/27/2022,235,,none
JB,cest-1.2,5,4,,Y,OP50,,,4/27/2022,235,,none
JB,cest-1.2,5,4,,N,OP50,,,4/27/2022,235,,none
JB,cest-1.2,5,5,,N,OP50,,,4/27/2022,236,,none
JB,cest-1.2,5,4,,Y,OP50,,,4/27/2022,236,,none
JB,cest-1.2,5,3,,Y,OP50,,,4/27/2022,236,,none
JB,cest-1.2,5,2,,N,OP50,,,4/27/2022,236,,none
JB,cest-1.2,5,4,,Y,OP50,,,4/27/2022,236,,none
JB,cest-1.2,5,3,,Y,OP50,,,4/27/2022,236,,none
JB,cest-1.2,5,3,,Y,OP50,,,4/27/2022,236,,none
JB,cest-1.2,5,2,,Y,OP50,,,4/27/2022,236,,none
JB,cest-1.2,5,4,,Y,OP50,,,4/27/2022,236,,none
JB,cest-1.2,5,5,,Y,OP50,,,4/27/2022,236,,none
JB,N2,5,4,,Y,OP50,,,4/27/2022,237,,none
JB,N2,5,4,,N,OP50,,,4/27/2022,237,,none
JB,N2,5,4,,Y,OP50,,,4/27/2022,237,,none
JB,N2,5,4,,Y,OP50,,,4/27/2022,237,,none
JB,N2,5,5,,Y,OP50,,,4/27/2022,237,,none
JB,N2,5,3,,Y,OP50,,,4/27/2022,237,,none
JB,N2,5,4,,Y,OP50,,,4/27/2022,237,,none
JB,N2,5,5,,Y,OP50,,,4/27/2022,237,,none
JB,N2,5,2,,Y,OP50,,,4/27/2022,237,,none
JB,N2,5,5,,Y,OP50,,,4/27/2022,237,,none
JB,N2,5,3,,N,OP50,,,4/27/2022,238,,none
JB,N2,5,5,,Y,OP50,,,4/27/2022,238,,none
JB,N2,5,5,,Y,OP50,,,4/27/2022,238,,none
JB,N2,5,6,,Y,OP50,,,4/27/2022,238,,none
JB,N2,5,4,,Y,OP50,,,4/27/2022,238,,none
JB,N2,5,5,,Y,OP50,,,4/27/2022,238,,none
JB,N2,5,5,,Y,OP50,,,4/27/2022,238,,none
JB,N2,5,5,,Y,OP50,,,4/27/2022,238,,none
JB,N2,5,4,,Y,OP50,,,4/27/2022,238,,none
JB,N2,5,5,,N,OP50,,,4/27/2022,238,,none
JB,cest-1.2,30,7,,Y,OP50,,,4/27/2022,239,,none
JB,cest-1.2,30,3,,N,OP50,,,4/27/2022,239,,none
JB,cest-1.2,30,3,,Y,OP50,,,4/27/2022,239,,none
JB,cest-1.2,30,3,,Y,OP50,,,4/27/2022,239,,none
JB,cest-1.2,30,2,,Y,OP50,,,4/27/2022,239,,none
JB,cest-1.2,30,6,,Y,OP50,,,4/27/2022,239,,none
JB,cest-1.2,30,3,,Y,OP50,,,4/27/2022,239,,none
JB,cest-1.2,30,1,,N,OP50,,,4/27/2022,240,,none
JB,cest-1.2,30,2,,Y,OP50,,,4/27/2022,240,,none
JB,cest-1.2,30,4,,Y,OP50,,,4/27/2022,240,,none
JB,cest-1.2,30,2,,N,OP50,,,4/27/2022,240,,none
JB,cest-1.2,30,2,,Y,OP50,,,4/27/2022,240,,none
JB,cest-1.2,30,3,,Y,OP50,,,4/27/2022,240,,none
JB,cest-1.2,30,4,,N,OP50,,,4/27/2022,240,,none
JB,cest-1.2,30,2,,Y,OP50,,,4/27/2022,240,,none
JB,cest-1.2,30,2,,N,OP50,,,4/27/2022,240,,none
JB,N2,30,3,,N,OP50,,,4/27/2022,241,,none
JB,N2,30,4,,Y,OP50,,,4/27/2022,241,,none
JB,N2,30,4,,Y,OP50,,,4/27/2022,241,,none
JB,N2,30,6,,Y,OP50,,,4/27/2022,241,,none
JB,N2,30,5,,Y,OP50,,,4/27/2022,241,,none
JB,N2,30,7,,Y,OP50,,,4/27/2022,241,,none
JB,N2,30,8,,Y,OP50,,,4/27/2022,241,,none
JB,N2,30,5,,Y,OP50,,,4/27/2022,242,,none
JB,N2,30,4,,Y,OP50,,,4/27/2022,242,,none
JB,N2,30,3,,Y,OP50,,,4/27/2022,242,,none
JB,N2,30,5,,Y,OP50,,,4/27/2022,242,,none
JB,N2,30,3,,Y,OP50,,,4/27/2022,242,,none
JB,N2,30,5,,Y,OP50,,,4/27/2022,242,,none
JB,N2,30,7,,Y,OP50,,,4/27/2022,242,,none
JB,N2,30,5,,Y,OP50,,,4/27/2022,242,,none
JB,N2,30,3,,Y,OP50,,,4/27/2022,242,,none
JB,cest-1.2,60,2,,,OP50,,,4/27/2022,243,,none
JB,cest-1.2,60,4,,N,OP50,,,4/27/2022,243,,none
JB,cest-1.2,60,3,,N,OP50,,,4/27/2022,243,,none
JB,cest-1.2,60,4,,Y,OP50,,,4/27/2022,243,,none
JB,cest-1.2,60,5,,Y,OP50,,,4/27/2022,243,,none
JB,cest-1.2,60,4,,Y,OP50,,,4/27/2022,243,,none
JB,cest-1.2,60,3,,Y,OP50,,,4/27/2022,243,,none
JB,cest-1.2,60,3,,Y,OP50,,,4/27/2022,244,,none
JB,cest-1.2,60,4,,N,OP50,,,4/27/2022,244,,none
JB,cest-1.2,60,2,,Y,OP50,,,4/27/2022,244,,none
JB,cest-1.2,60,3,,Y,OP50,,,4/27/2022,244,,none
JB,cest-1.2,60,2,,Y,OP50,,,4/27/2022,244,,none
JB,cest-1.2,60,3,,N,OP50,,,4/27/2022,244,,none
JB,N2,60,4,,Y,OP50,,,4/27/2022,245,,none
JB,N2,60,4,,Y,OP50,,,4/27/2022,245,,none
JB,N2,60,5,,Y,OP50,,,4/27/2022,245,,none
JB,N2,60,3,,Y,OP50,,,4/27/2022,245,,none
JB,N2,60,2,,Y,OP50,,,4/27/2022,245,,none
JB,N2,60,3,,N,OP50,,,4/27/2022,245,,none
JB,N2,60,2,,Y,OP50,,,4/27/2022,245,,none
JB,N2,60,4,,Y,OP50,,,4/27/2022,245,,none
JB,N2,60,4,,Y,OP50,,,4/27/2022,246,,none
JB,N2,60,5,,Y,OP50,,,4/27/2022,246,,none
JB,N2,60,4,,Y,OP50,,,4/27/2022,246,,none
JB,N2,60,4,,Y,OP50,,,4/27/2022,246,,none
JB,N2,60,4,,Y,OP50,,,4/27/2022,246,,none
JB,N2,60,1,,Y,OP50,,,4/27/2022,246,,none
JB,N2,60,3,,Y,OP50,,,4/27/2022,246,,none
JB,N2,60,4,,Y,OP50,,,4/27/2022,246,,none
JB,cest-1.2,0,5,,Y,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,3,,N,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,6,,N,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,7,,N,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,5,,Y,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,2,,N,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,5,,Y,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,4,,N,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,4,,Y,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,2,,Y,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,3,,Y,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,2,,N,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,3,,N,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,2,,Y,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,5,,Y,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,1,,Y,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,2,,N,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,5,,Y,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,2,,N,OP50,,,5/9/2022,247,,none
JB,cest-1.2,0,1,,N,OP50,,,5/9/2022,247,,none
JB,tdc-1,0,2,,N,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,3,,Y,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,2,,Y,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,1,,Y,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,2,,N,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,3,,N,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,2,,Y,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,5,,Y,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,1,,Y,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,2,,Y,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,4,,Y,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,5,,Y,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,2,,N,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,1,,Y,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,1,,N,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,4,,Y,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,5,,Y,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,5,,N,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,2,,Y,OP50,,,5/9/2022,248,,none
JB,tdc-1,0,3,,N,OP50,,,5/9/2022,248,,none
JB,N2,0,5,,N,OP50,,,5/9/2022,249,,none
JB,N2,0,6,,Y,OP50,,,5/9/2022,249,,none
JB,N2,0,5,,Y,OP50,,,5/9/2022,249,,none
JB,N2,0,5,,Y,OP50,,,5/9/2022,249,,none
JB,N2,0,3,,Y,OP50,,,5/9/2022,249,,none
JB,N2,0,4,,N,OP50,,,5/9/2022,249,,none
JB,N2,0,4,,Y,OP50,,,5/9/2022,249,,none
JB,N2,0,5,,Y,OP50,,,5/9/2022,249,,none
JB,N2,0,1,,N,OP50,,,5/9/2022,249,,none
JB,N2,0,1,,N,OP50,,,5/9/2022,249,,none
JB,N2,0,2,,Y,OP50,,,5/9/2022,249,,none
JB,N2,0,3,,Y,OP50,,,5/9/2022,249,,none
JB,N2,0,3,,Y,OP50,,,5/9/2022,249,,none
JB,N2,0,2,,Y,OP50,,,5/9/2022,249,,none
JB,N2,0,1,,N,OP50,,,5/9/2022,249,,none
JB,N2,0,3,,Y,OP50,,,5/9/2022,249,,none
JB,N2,0,2,,N,OP50,,,5/9/2022,249,,none
JB,N2,0,3,,Y,OP50,,,5/9/2022,249,,none
JB,N2,0,3,,Y,OP50,,,5/9/2022,249,,none
JB,N2,0,6,,Y,OP50,,,5/9/2022,249,,none
JB,cest-1.2,5,3,,Y,OP50,,,5/9/2022,250,,none
JB,cest-1.2,5,2,,Y,OP50,,,5/9/2022,250,,none
JB,cest-1.2,5,3,,Y,OP50,,,5/9/2022,250,,none
JB,cest-1.2,5,2,,N,OP50,,,5/9/2022,250,,none
JB,cest-1.2,5,1,,Y,OP50,,,5/9/2022,250,,none
JB,cest-1.2,5,4,,Y,OP50,,,5/9/2022,250,,none
JB,cest-1.2,5,2,,Y,OP50,,,5/9/2022,250,,none
JB,cest-1.2,5,2,,Y,OP50,,,5/9/2022,250,,none
JB,cest-1.2,5,4,,Y,OP50,,,5/9/2022,250,,none
JB,cest-1.2,5,4,,Y,OP50,,,5/9/2022,250,,none
JB,cest-1.2,5,2,,Y,OP50,,,5/9/2022,251,,none
JB,cest-1.2,5,4,,Y,OP50,,,5/9/2022,251,,none
JB,cest-1.2,5,2,,Y,OP50,,,5/9/2022,251,,none
JB,cest-1.2,5,2,,Y,OP50,,,5/9/2022,251,,none
JB,cest-1.2,5,3,,Y,OP50,,,5/9/2022,251,,none
JB,cest-1.2,5,2,,Y,OP50,,,5/9/2022,251,,none
JB,cest-1.2,5,2,,Y,OP50,,,5/9/2022,251,,none
JB,cest-1.2,5,1,,Y,OP50,,,5/9/2022,251,,none
JB,cest-1.2,5,4,,N,OP50,,,5/9/2022,251,,none
JB,cest-1.2,5,1,,Y,OP50,,,5/9/2022,251,,none
JB,tdc-1,5,1,,Y,OP50,,,5/9/2022,252,,none
JB,tdc-1,5,3,,Y,OP50,,,5/9/2022,252,,none
JB,tdc-1,5,1,,Y,OP50,,,5/9/2022,252,,none
JB,tdc-1,5,1,,Y,OP50,,,5/9/2022,252,,none
JB,tdc-1,5,2,,Y,OP50,,,5/9/2022,252,,none
JB,tdc-1,5,1,,N,OP50,,,5/9/2022,252,,none
JB,tdc-1,5,1,,Y,OP50,,,5/9/2022,252,,none
JB,tdc-1,5,2,,Y,OP50,,,5/9/2022,252,,none
JB,tdc-1,5,3,,N,OP50,,,5/9/2022,252,,none
JB,tdc-1,5,2,,Y,OP50,,,5/9/2022,252,,none
JB,tdc-1,5,2,,Y,OP50,,,5/9/2022,253,,none
JB,tdc-1,5,1,,Y,OP50,,,5/9/2022,253,,none
JB,tdc-1,5,1,,Y,OP50,,,5/9/2022,253,,none
JB,tdc-1,5,2,,Y,OP50,,,5/9/2022,253,,none
JB,tdc-1,5,3,,Y,OP50,,,5/9/2022,253,,none
JB,tdc-1,5,2,,Y,OP50,,,5/9/2022,253,,none
JB,tdc-1,5,2,,Y,OP50,,,5/9/2022,253,,none
JB,tdc-1,5,3,,N,OP50,,,5/9/2022,253,,none
JB,tdc-1,5,3,,N,OP50,,,5/9/2022,253,,none
JB,tdc-1,5,2,,Y,OP50,,,5/9/2022,253,,none
JB,N2,5,3,,Y,OP50,,,5/9/2022,254,,none
JB,N2,5,3,,Y,OP50,,,5/9/2022,254,,none
JB,N2,5,3,,Y,OP50,,,5/9/2022,254,,none
JB,N2,5,3,,Y,OP50,,,5/9/2022,254,,none
JB,N2,5,3,,N,OP50,,,5/9/2022,254,,none
JB,N2,5,3,,Y,OP50,,,5/9/2022,254,,none
JB,N2,5,4,,Y,OP50,,,5/9/2022,254,,none
JB,N2,5,3,,Y,OP50,,,5/9/2022,254,,none
JB,N2,5,4,,Y,OP50,,,5/9/2022,254,,none
JB,N2,5,3,,Y,OP50,,,5/9/2022,254,,none
JB,N2,5,2,,Y,OP50,,,5/9/2022,255,,none
JB,N2,5,3,,Y,OP50,,,5/9/2022,255,,none
JB,N2,5,1,,Y,OP50,,,5/9/2022,255,,none
JB,N2,5,4,,Y,OP50,,,5/9/2022,255,,none
JB,N2,5,4,,Y,OP50,,,5/9/2022,255,,none
JB,N2,5,4,,Y,OP50,,,5/9/2022,255,,none
JB,N2,5,3,,Y,OP50,,,5/9/2022,255,,none
JB,N2,5,2,,Y,OP50,,,5/9/2022,255,,none
JB,N2,5,2,,Y,OP50,,,5/9/2022,255,,none
JB,N2,5,3,,Y,OP50,,,5/9/2022,255,,none
JB,cest-1.2,30,3,,Y,OP50,,,5/9/2022,256,,none
JB,cest-1.2,30,2,,Y,OP50,,,5/9/2022,256,,none
JB,cest-1.2,30,3,,Y,OP50,,,5/9/2022,256,,none
JB,cest-1.2,30,3,,N,OP50,,,5/9/2022,256,,none
JB,cest-1.2,30,1,,Y,OP50,,,5/9/2022,256,,none
JB,cest-1.2,30,3,,N,OP50,,,5/9/2022,256,,none
JB,cest-1.2,30,1,,N,OP50,,,5/9/2022,256,,none
JB,cest-1.2,30,2,,Y,OP50,,,5/9/2022,256,,none
JB,cest-1.2,30,2,,N,OP50,,,5/9/2022,256,,none
JB,cest-1.2,30,2,,Y,OP50,,,5/9/2022,256,,none
JB,cest-1.2,30,2,,Y,OP50,,,5/9/2022,257,,none
JB,cest-1.2,30,2,,Y,OP50,,,5/9/2022,257,,none
JB,cest-1.2,30,2,,Y,OP50,,,5/9/2022,257,,none
JB,cest-1.2,30,1,,Y,OP50,,,5/9/2022,257,,none
JB,cest-1.2,30,2,,Y,OP50,,,5/9/2022,257,,none
JB,cest-1.2,30,2,,Y,OP50,,,5/9/2022,257,,none
JB,cest-1.2,30,2,,Y,OP50,,,5/9/2022,257,,none
JB,cest-1.2,30,3,,Y,OP50,,,5/9/2022,257,,none
JB,cest-1.2,30,5,,Y,OP50,,,5/9/2022,257,,none
JB,cest-1.2,30,1,,Y,OP50,,,5/9/2022,257,,none
JB,tdc-1,30,2,,Y,OP50,,,5/9/2022,258,,none
JB,tdc-1,30,3,,N,OP50,,,5/9/2022,258,,none
JB,tdc-1,30,1,,N,OP50,,,5/9/2022,258,,none
JB,tdc-1,30,2,,N,OP50,,,5/9/2022,258,,none
JB,tdc-1,30,2,,Y,OP50,,,5/9/2022,258,,none
JB,tdc-1,30,3,,Y,OP50,,,5/9/2022,258,,none
JB,tdc-1,30,2,,N,OP50,,,5/9/2022,258,,none
JB,tdc-1,30,1,,Y,OP50,,,5/9/2022,258,,none
JB,tdc-1,30,2,,Y,OP50,,,5/9/2022,258,,none
JB,tdc-1,30,2,,N,OP50,,,5/9/2022,259,,none
JB,tdc-1,30,1,,N,OP50,,,5/9/2022,259,,none
JB,tdc-1,30,1,,Y,OP50,,,5/9/2022,259,,none
JB,tdc-1,30,1,,Y,OP50,,,5/9/2022,259,,none
JB,tdc-1,30,4,,Y,OP50,,,5/9/2022,259,,none
JB,tdc-1,30,1,,Y,OP50,,,5/9/2022,259,,none
JB,tdc-1,30,2,,Y,OP50,,,5/9/2022,259,,none
JB,N2,30,3,,N,OP50,,,5/9/2022,260,,none
JB,N2,30,2,,Y,OP50,,,5/9/2022,260,,none
JB,N2,30,3,,Y,OP50,,,5/9/2022,260,,none
